Names,Exp.Outstate,Student,Books,Faculty,Top.Room.Band,S.F.Ratio,Personal.Grad
Beaver College,0.4824067598408687,-1.5927551935522226,-0.8834884327188162,-0.2965236554650482,1.0408176727178795,-0.07070096670010738,0.270490562100713
Bellarmine College,-0.07999142113934533,-0.9227383882863802,0.3303573026958086,-0.4791286784351315,-1.633518450327558,0.9483332690976239,0.19555142154725233
Belmont Abbey College,-1.512480719876505,-0.2986189677045046,0.22485094389317126,-1.3690474232439485,0.9524769027429195,-1.3158154507084254,0.946027201355239
Belmont University,-1.3254901365532072,-0.5228615739420794,0.5984779385387496,0.49877184206856845,-0.8844057491210952,-0.10275848158557196,-1.3959156472340601
Beloit College,0.8202602422610699,-1.7109773279773588,-1.1142504851786017,-0.8885546419208032,0.6107006868373979,-0.7369121150926853,-0.506866664358362
Bemidji State University,-3.4061556589776183,1.1664303797388225,0.4417283555280588,-0.20066525917609823,-0.9993765282839435,0.557428474481658,-0.027913415370135187
Benedictine College,-1.9876394209000714,-0.9124459114059172,-1.508028390240208,-0.1286022084033606,1.2081712759778163,-0.08341114333520894,-0.7775763160088778
Bennington College,-0.3847775418722579,-2.838906047013406,0.7882727073503566,2.2804460072083352,0.1569770335872205,-0.8126265220469834,-1.1093031560700368
Bentley College,1.0742395793567023,-0.19896190911414377,-0.30046951548098394,-0.11851709730561383,1.2276053026707623,1.3773668056164816,0.45408398051251153
Berry College,-0.3186681135897479,-0.016369559059256026,-0.18989396863063074,-1.25829941728053,-0.9990781525118674,-0.9385030931793145,0.7412766919655485
Bethany College,-1.940928245948951,-0.7377070216999445,0.5803525889581328,-0.026722021907840888,-0.5009317330557853,-0.7627045656736047,-0.1521914337560426
Bethel College KS,-1.377306008543833,-1.3720081362076049,0.2881230379286542,-0.21245000824169896,-0.23402389767727155,-0.9518524756836729,-0.25439137739777684
Bethel College,-3.1274066281856863,-0.46929858235940103,0.4233882992618274,0.04422420345566546,0.06975642335785501,-0.30973322600732806,-1.781667753224777
Bethune Cookman College,-3.329883743971561,0.5548508857418816,1.5920426995526682,1.085276775906396,-0.8845307567960949,-0.5383449213438429,0.626289880405093
Birmingham-Southern College,1.1975465537302576,-1.7437057309231587,-1.038396538772604,-0.4834771515438578,-1.6315440497164,-0.22672206393389197,-0.2972733906245003
Blackburn College,-1.0837305661489518,-1.2703350439564944,-0.8621498156712548,-0.9539920970314872,-1.4638217945258647,-0.28693052030574084,-0.4339276128673406
Bloomsburg Univ. of Pennsylvania,-1.0117997140403574,1.5091175880598018,-0.7088809282244666,0.6155928572521403,-0.9589364148871397,0.038590569980865345,0.6720545260656585
Bluefield College,-2.911012084793863,-0.059026409647802654,-0.07253088085651711,-0.09529833925778472,0.5764278661538348,0.07631744147229545,0.04485472172897746
Bluffton College,-1.1931102726195024,-1.0563599452493344,-0.7055423067951029,-0.26744253393156114,0.23326402847590838,-0.4636223001370636,-0.5424323783482898
Boston University,5.607082926415544,4.6136206147654395,-0.6382824217833878,3.540568350948551,1.6924546338386381,-0.9201523887391228,-0.5082038895041102
Bowdoin College,5.372798515162317,-2.7369983939108002,3.6376231153949363,0.26465397861416134,-1.5965368778690736,3.718173886269709,-0.5787423556110267
Bowling Green State University,0.46270339371749347,4.5353548341279355,-0.9867754102744148,0.42495656850654695,-0.1629678229749451,0.8834993210646948,0.3710861397635432
Bradford College,-0.7226436580891534,-1.8893571890323104,0.7984803506467175,0.719342001717704,2.344052946744949,-0.6481150992715219,-0.6716843312780898
Bradley University,1.1355802847051222,0.8523776926290296,5.633297272000622,1.1474422173924665,-1.3394584136871022,5.99124418175064,-0.4874259461925189
Brandeis University,3.6869310128740285,-1.7514743710884175,-0.30004135736205473,0.18578571839385008,1.3389086768492715,-0.4533889298734336,0.18131676287094375
Brenau University,-1.4523109644144636,-0.8956175328734716,-0.11506885628938511,-0.2301123646679792,1.827891132579928,0.4748295589494113,-0.608454133616299
Brewton-Parker College,-3.7146029260511075,1.345873075129764,0.7840598606173718,-0.5397987329804684,-0.37921836814358023,-1.4581133359922847,-1.1624297075480416
Briar Cliff College,-2.186427044892264,-1.0190291113529506,0.7684366063517932,0.9340897065395135,-0.5277936527701134,-0.34993288254801047,0.03483778282617305
Bridgewater College,-0.49908735236465135,-1.4174063203452998,-0.29072846650230416,0.5592340514414439,0.11244786236676242,0.54495523084691,0.28700534185030435
Brigham Young University at Provo,1.6836395122529344,5.611230487244654,-0.18807649047214944,0.6576303502194673,-2.6208625008530118,1.1415133752120727,-1.6747982737703877
Brown University,6.51617918520194,-0.9349668021145792,0.6453886086420902,0.7503569730397821,-0.7308009609697028,0.09334791703912385,-0.2965857364926464
Bryn Mawr College,4.573408156838007,-2.9533646807411893,-0.21183458911740752,-0.973989122058569,-0.1700406199639782,0.1607159263888784,0.7693192916414419
Bucknell University,3.7717162104762894,-0.7663085830406471,0.29296898029777074,-0.0030252705023460567,-0.6449044470164514,1.5063634484521655,0.4373515769471722
Buena Vista College,-0.4359336934848947,-1.3480749472212488,-0.25595778099722444,0.6776960288752408,-0.4390113480639634,-0.6204717996900403,-0.3622034698632655
Butler University,1.195657444906711,-1.022588555351178,-0.06385947229403527,0.13460568485983296,-0.5208780158633152,-0.3565739706162015,0.7377946508360791
Cabrini College,-1.2630235294615229,-1.6701553878619577,-1.7797726156086673,0.8524595693766194,1.9614524877416981,0.2851353929373974,0.7027136020203589
Caldwell College,-0.5717716835794253,-0.7030696780763016,-0.7167866222827972,-1.538239427391002,1.1648128539912022,-0.017693166621812147,-0.22439045969609672
California Lutheran University,-0.4517942772226124,-1.405486416488175,0.25529390421848874,0.2901270687321107,1.0066361238138821,0.5690384068786934,-0.7579779450279859
California Polytechnic-San Luis,0.920586442398478,2.877298225129038,0.289689288635247,0.05419717136800401,-0.8912951068677346,0.4782106553508888,0.23218307738688543
California State University at Fresno,-0.14929482714781978,2.965526849484018,-0.24523590648678628,-1.0310140985442753,0.41928592899373324,1.051384405085398,0.5741564518098833
Calvin College,0.15943940051144806,-0.7170950557650723,-1.3934547872407337,-0.11863077411387099,-0.8043612433986536,-0.17729869128849918,0.8374700956525486
Campbell University,-1.3586246976137955,0.3905776096455587,-1.5275877447230217,-0.6965345387820255,-0.8746089124480964,1.5942310109693905,-0.26727737061839185
Campbellsville College,-2.4367713314648762,0.07062807722673939,0.06834020616082319,-0.3429824628236057,-1.1099360236586666,0.5146814571971403,-0.7032276019883386
Canisius College,0.06880254075833005,-0.18155074739261584,-0.9818613511280462,-0.7111271654740026,1.5991822535156377,0.08115873336475535,0.45206627607317545
Capital University,0.18210518000930517,-1.3088005968873035,-0.51452778693371,0.8580771847443229,-0.5154829078864382,-0.17389315061294028,0.03327074982783898
Capitol College,-3.7304647405523377,-0.9758377411595439,0.32885591087344296,1.7230253122758583,-1.446018886434314,-2.3749815102788623,0.4729330094960552
Carleton College,4.136319286592465,-2.9753777974287465,-0.7346662066193443,0.06122436237718434,-1.8276515741280042,-0.24246878479181988,-0.27192891450723583
Carnegie Mellon University,4.6972463081630424,-0.6714421563217668,0.12910329151042269,0.7362315900594967,0.11067448993891416,-1.3609368291874953,-0.6479757561791221
Carroll College,-0.5278316838947624,-0.7788499192972418,-1.0847050482459397,-0.3032333597581731,0.04809427200313956,0.6855506729063472,0.5388128122637961
Carson-Newman College,-1.5527044501712788,-0.7326110267594846,-1.2226425303836401,0.6073398114609535,-0.8594501050172372,-0.3035297678327171,-0.9022516811819702
Carthage College,-0.667718514072226,-0.4191875406929489,-0.4322260944066318,-0.7105615327086885,0.4244492728812097,0.21642436168737755,0.19735873704651197
Case Western Reserve University,4.093823084217006,-1.5018563167391237,0.9842351907522693,-0.5840720579357732,-0.6889838257174425,-1.8247241302383999,-1.2127504951358379
Castleton State College,-1.183133170895521,-0.3848400001209315,-1.3400452640511797,-0.7754729541639644,1.799983512011706,0.6186944589034017,0.22981734140261498
Catawba College,-1.2808668164878902,-0.5136632219067171,0.6639320062052799,-0.7053789466374404,0.29961483486441126,-0.043570265329257854,0.407035778550654
Catholic University of America,1.43649575256761,-1.3548217193395904,0.29013465153317874,-0.35184465726397196,1.980650524689826,0.05781073655693612,0.14219779791977788
Cazenovia College,-1.6994328044586686,-1.031179177639474,-0.6279580679302281,4.330179588813295,-0.014274782359146703,1.0335089534514434,1.3190093247910695
Cedar Crest College,0.38397426109609306,-2.038907561253705,-0.08117162474962272,0.5385286006379847,0.5063800316710194,-0.20628144005829394,0.48288155361823076
Cedarville College,-1.6282447216713387,-0.7845556155091135,-0.1949244563275933,1.46484272956863,-0.9599257629517113,0.2335721243730739,0.03766044415905566
Centenary College,-1.6724557452168334,-1.3564575250468525,0.7797810761789726,0.32902040837193763,1.5429710290776255,-0.8148531010599793,-1.6757824320252945
Centenary College of Louisiana,-0.00037439957180407466,-0.8940821385734449,0.6345578263511471,-1.5530992441525744,-0.7405111536718795,-0.20129137731274332,0.1253475291290776
Center for Creative Studies,-2.121773629852587,-1.1247941052409873,9.00641451655162,4.333297821640921,1.1354781468645043,5.949064933723141,-2.810574824409326
Central College,0.21018941799548377,-1.108453953986762,-0.34786750222273227,-0.5452495576694902,-0.5336960027404889,0.9161710282736149,-0.8042808391846368
Central Connecticut State University,-2.187931285116259,2.180604604147805,-0.23443722738453548,-0.001513041931216216,1.8892049869384147,-0.00676881257661725,-0.4573248492152331
Central Missouri State University,-2.084814611182439,3.081335592092337,-0.8891020272265349,-0.6186302998235859,0.20985984230608326,-0.8871863155909635,0.5779259015604837
Central Washington University,-1.3610306280353606,1.6905873682612587,0.26001363601218236,-0.7335332804298661,-0.01678659508007268,0.9655045761334587,-0.7213214384709046
Central Wesleyan College,-3.022563804119396,-0.7023260604683925,-0.44601637557842183,0.4090575353587352,-0.018256267643226774,0.738735606944528,-0.6269878224038744
Centre College,2.643770421248472,-2.29970144867068,-0.46926795018247486,-1.4053840597281297,-1.3247250735252938,0.27400088403849066,-0.15024869096857268
Chapman University,-0.09647202909737175,-1.1027969206834831,1.0534557241437834,0.08904317743173142,1.8019552989783607,0.12013785096389173,-0.8302329280761257
Chatham College,1.3029973826484706,-2.2274800122840044,-0.2941517704432999,-1.4584048017069091,1.2350565793921617,-0.9425523897905513,-0.7714438470854454
Chestnut Hill College,-0.09895357518564736,-1.919019474457152,0.7136042982113093,0.5101204868811293,-0.04853332192458457,0.4553863233027682,-0.3007871876812384
Christendom College,0.1605762436780871,-1.4661571380296856,-0.6243220526411237,-1.6943417309003037,-0.18207970180519462,-0.7236211032090776,-1.3561734284636795
Christian Brothers University,-1.003661064717151,-0.9263143996882985,-0.05495299057344644,-0.6110165537699649,0.08063245716977693,0.12845693089887145,-0.6273734095563707
Christopher Newport University,-2.083815313880361,0.9401767267902492,-0.0026295689556430847,-1.4745647733693348,1.134933371747918,0.7055680817095765,0.8638687311577921
Claflin College,-2.641416456080528,0.11490565686843593,-0.5182762322326554,-0.9943107053541289,-1.112351639743361,-0.3414831182941069,-1.671342121604675
Claremont McKenna College,4.466612343747032,-3.167892423642458,-0.33584940211537523,-0.8340367603924642,-0.4450870012346403,-0.20855640761534722,0.08217856957929914
Clark University,1.9433014054648323,-1.5328258691868892,-0.6139218652052236,-0.5925168276425464,0.4358127170256287,-0.14243472721618886,0.13609726009581108
Clarke College,-1.2407859436769486,-1.5336736751695936,-1.0067140539605128,0.2851964493358475,0.16416253318225868,-0.8304574984297036,0.16706991662026552
Clarkson University,2.0809141646934743,-1.0962638582581097,0.26748423641792274,-0.778134193479132,0.42626837834672754,1.3624707828443365,0.5931164621315087
Clemson University,1.3103870590788078,3.008389885382424,0.14125791475731952,0.2405629089301968,-1.1654398565535067,1.4446419489860496,-0.05546994710815388
Clinch Valley Coll. of  the Univ. of Virginia,-2.968100525574852,0.42930650073256715,0.6152557900100962,-0.5655205443734235,0.005405867939690445,0.384636156794763,0.14595286384769302
Coe College,0.2753722328885396,-1.1923781625802665,0.5411300733232149,-0.7181133568091903,-0.3116432726010501,-0.6452167782318446,1.064484170197162
Coker College,-0.7212531610893608,-1.669979575622062,-0.8618219493930709,0.32115060157165426,0.20266720115960535,-0.44250159047557175,0.6019312242795435
Colby College,3.544351361004568,-2.5512147833547214,-0.26451424923990413,0.0666241252039971,-0.20595830762835757,-0.19331661215386572,0.41012799051335097
Colgate University,3.8831972837131676,-2.0562805815000016,-0.8019066863723568,0.07667712629954795,0.42516602856624813,0.09993104876726544,0.48086221763247944
College Misericordia,-0.19339041043773203,-1.6310943507570945,-0.13682543979790426,1.7328885276579904,0.1764925427273836,0.5335300272837392,0.8922481272473526
College of Charleston,-1.01309679957395,2.191755826477763,0.6866259612414471,-0.5630378586921391,-0.9071052397956567,0.27379721191764,0.35549091237012176
College of Mount St. Joseph,-1.6156770778201452,-1.6655741574160225,-0.658282416724673,2.301582767719947,-0.21470384180947652,-0.7762388326239318,1.631152172207796
College of Mount St. Vincent,0.2620536813732508,-1.9002916861710621,-0.28892296589472105,0.4232978808268169,0.9114779073010629,0.15271198808343067,0.8602618368636982
College of Notre Dame,-1.0640437131738407,-0.7057147834160022,2.038101996421361,-0.7664989924483122,1.4788580801841018,-0.4735850015324052,0.09555225730420373
College of Notre Dame of Maryland,-0.08649874815363578,-1.6680930610242661,0.23670306789085657,0.8524603808121063,0.33020423704100843,0.27432096244488646,0.10713721805702216
College of Saint Benedict,0.1787760580685104,-1.3232900038992566,-0.7877678361407764,-0.13290828494369655,0.0027168154641691116,0.33993260813344844,-0.41799577498125
College of Saint Catherine,-0.25729509244811716,-1.595222688614154,-0.5916430065741217,0.02693595597800327,0.2914397712922401,-0.17931039908456484,0.4606228805742381
College of Saint Elizabeth,-0.26241430818947675,-1.6818727638472695,-0.471377873613687,0.4272563191093583,0.4811388127184023,-0.6260244717695235,0.34640973705800937
College of Saint Rose,-0.6066218898996292,-0.7929377267229024,1.3494626746948388,0.30477790015012246,0.18191012930411113,1.213478365039768,0.4915044692253748
College of Santa Fe,-1.793073341529013,-0.8933057253248297,0.5144651850783334,1.1450312430462233,0.2892343709309949,0.35626359431694427,0.25770455778899953
College of St. Joseph,-2.4324049351510717,-1.517987806855957,0.19487009765663643,1.56209306868437,0.7245254319798908,-0.7858846202744366,0.6800878056764336
College of St. Scholastica,-0.5300576712020916,-1.5597112128115207,-0.39502694729289656,0.47025894099115106,-0.7354637434865909,-0.6432092641367412,0.13172050345858596
College of the Holy Cross,4.373472502790754,-2.6083409406824716,-1.2420460343731288,-0.23692143327738172,-0.5473914199134134,-0.03198278580907614,0.9549321309757972
College of William and Mary,3.1877307684469502,-0.2652022783209695,-0.8536075949189812,0.09904290139614835,-1.5441575892525223,0.7176798394263749,-0.2619813647500826
College of Wooster,1.8993136189290711,-1.9108281780782013,-0.7630921628761128,-0.29482203422524766,0.5051288275605949,-0.045826684340049634,-0.47645555102778636
Colorado College,3.1696746320145466,-2.1322412217131332,-0.7645793705392905,-0.5983594236749991,-1.1831353977051655,-0.5438585690417232,0.3978415553453898
Colorado State University,1.2215666272668988,4.058563716543069,-0.8908874102407088,-0.17017045128660707,-0.02713241275575955,0.03624303724931432,0.0681922439245064
Columbia College MO,-2.308184800510245,1.0031800599818572,-0.268604694796882,-2.2690521424472743,2.3858667357733903,-0.6499714521541252,-0.9617897839226492
Columbia College,-0.5501340037129883,-1.231344216201028,-0.28815860555225803,0.02623448570237849,-0.8344740177846137,-0.02985011741744426,0.7977498730720188
Columbia University,6.1106391591903035,-2.4998929938289636,0.41274810624298597,0.72929464606387,0.5692770438544112,-0.6558116334872547,-1.4314689706991768
Concordia College at St. Paul,-2.107687776921953,-0.8496576638100057,-0.2979912463603425,-0.3445639625697441,0.7883968882946263,-0.45660740200149375,-0.7571900685681916
Concordia Lutheran College,-2.48246574974813,-0.28255413613540753,0.5267574584755348,-0.8151197768734674,0.34169904497416326,-0.9298072165936394,-0.39032044638103247
Concordia University CA,-1.200244460339394,-1.008059329836133,0.8239937306580916,0.5512777537490046,-0.7894689341643687,-0.2659782873965934,-0.42343619727718107
Concordia University,-1.514196192595712,-1.1940873609926965,-0.5420486349405886,0.8273963691225001,-0.17527851945382278,-0.4794225010332064,-0.017862147584969058
Connecticut College,3.594683570424329,-2.532123544408125,-0.2672471211272932,0.2399591177801501,0.475378770832664,0.7467629173179511,0.13721747653659114
Converse College,0.1035423018186717,-1.9871308984577472,-0.24914071653485767,0.29684938057354093,-0.9092830227123213,-0.48257676008546463,-0.3544228474603431
Cornell College,0.5050468417039449,-1.6238146201266375,-0.18981858463395554,0.297307352248557,-0.2514544531415748,0.011966610414954533,-0.508260368636587
Creighton University,2.2594036313101364,-0.7780502259420381,1.5292305130540162,-0.03016024392720771,-0.15847999240146057,-1.234520539703587,0.32671444926218646
Culver-Stockton College,-2.1645570071998383,-0.9681368711240562,-1.0481121707509993,1.1715570581008885,-0.7266610872804838,-0.4883818636044846,-0.9320718873248487
Cumberland College,-2.8440922098259933,-0.6371444338799549,-0.5665886316841078,1.8514790847496803,-0.6245017966396036,-0.7408833218094182,-1.1151860469888886
D'Youville College,-1.3836821436227118,-0.9411498217360105,0.5613491376490615,-0.09727115799184742,-0.34160593294073843,0.4103956603745539,-0.09098087620764699
Dana College,-2.8545622969696547,-0.9834209867801078,0.14792620311667395,1.171905035972291,-0.44848325344340223,-1.138167525455787,-0.03561298395871812
Daniel Webster College,-2.1427262479535156,-0.7810119098513781,-0.9453114305312226,0.9039761179778617,1.2249365385812514,1.3239792796329992,0.26518357664251246
Dartmouth College,6.853529908798484,-2.5270622751409797,0.6098902715531784,0.6524299025077732,-0.7016947341417121,-1.3928557695805786,-0.4098496464609057
Davidson College,4.313452222714578,-2.582031734353547,-0.15415369470993387,-0.7157540632582686,-1.315618947644628,0.33987494509760463,0.1656567620825328
Defiance College,-2.540662164061566,-0.962526843558681,-0.3278102092602771,0.682884556068159,0.5126621711391757,-0.8913877801029532,-0.09125016514117767
Delta State University,-3.167084993232527,0.4456494862667473,-0.6273792866258475,0.23066118259861312,-1.5214442952426168,-0.1004195871386821,-0.5073174394822777
Denison University,2.180141044640775,-1.8697647855256678,-1.0073409717118094,-0.21594077662028857,0.4791631301070272,0.21995595237930315,0.16509875079755096
DePauw University,2.1509819495276132,-1.6891013578114489,-0.2367409284570578,-0.20008251596317464,-0.40206913870621513,0.2536783817522532,-0.0613778909830498
Dickinson College,2.533609702471926,-1.7447052680109085,0.014419454737584912,-0.02546714548179578,0.34861461774036384,0.24045164992059495,0.7491459582285521
Dickinson State University,-3.6366676893819565,0.26349979249561134,0.4645580060623943,-0.17495984397507508,-1.3863138106602904,-0.24253006514960412,0.1973927212427861
Dillard University,-1.2837818941541033,0.039179450219697536,0.7413630705346312,0.596739076370977,-2.3716949221458874,-0.9007717980489195,0.1845526979908739
Doane College,-1.416895343986259,-1.0661067395668298,-1.2123287965054035,-0.2409322440538293,-0.7404470698434724,-0.4614557178115868,0.09154885318565774
Dominican College of Blauvelt,-3.57823516686301,-0.41543055240817783,1.5520714624453167,1.766893556093306,1.2085136068931535,-0.33292102527758954,0.5098409425834545
Dordt College,-1.682046967943076,-0.5394371288522054,0.5335409735805934,0.23299702821708926,-1.6877270746885207,-1.2430378439782506,1.8421522634596033
Dowling College,-1.9488755885805251,0.3788711249757042,0.3788892441023196,-1.0968666527004196,1.0653988556022649,-1.2599490325190696,-0.9293704064452798
Drake University,1.3395333659372322,-0.12283791329935607,-0.057921051934819744,-0.7790328169575947,0.10202949492186714,0.42118664432475866,0.7759717583173857
Drew University,3.3014906628077374,-2.3218935376235343,-0.3011865677782919,-0.46792745573487,0.3393845686951352,0.16885883478314812,-0.37894358767525643
Drury College,0.229519590254134,-1.281785794509174,-0.9211408843380965,-1.130785106872462,-0.7349098696541901,0.2040238002043678,-0.5648488897977949
Duke University,7.140504117162173,-1.1314297685644334,0.6785384682245033,1.3373288201657247,-0.9304401080517133,-1.0660228626412784,-0.5850827939346446
Earlham College,1.8978519111191776,-2.264112141369461,-0.40581155985405537,-0.5954904608895725,-0.15211822050365031,0.22960212382239564,-0.33838017030116085
East Carolina University,0.19566665342757542,3.562812683335757,-0.43157948088345627,0.9114256006472461,-0.054465258149913424,-0.9256575848815118,-0.23497139478757137
East Tennessee State University,-1.6247477519883813,2.332791238894935,1.1273584321632122,-0.6574055082186264,0.07945774164153803,-0.9721361266710803,-0.39794076889166524
East Texas Baptist University,-3.5537815021263355,0.32621034803984117,0.26495638869068733,-0.3996855351622281,-0.4348724670054329,-0.2880771339723106,-0.8710152326182674
Eastern College,-1.785513434430353,-1.1258746890627935,0.02950564828570594,0.64608386251025,0.5480288893876707,-0.5329134898547929,0.017944654605128414
Eastern Connecticut State University,-1.6264732178062935,0.5191365834687229,-0.21317545205179284,-0.23086861504918624,0.5724907825531015,1.1575563529491304,-1.140498694640368
Eastern Illinois University,-1.6478570065020597,2.3366034036905106,-2.112372050419821,0.7469086635296917,-0.10041362855354787,-1.5499962783545969,0.8382217008381551
Eastern Mennonite College,-1.3110619410771374,-1.5312384992771209,0.42224606576960216,1.340355514888273,-0.7209640745812925,-0.17250213672588946,0.4685242164939421
Eastern Nazarene College,-2.425229536907073,-0.80790084583428,-1.0553137557730097,0.7921474889304055,-0.2823547463139851,0.3241317639436608,-0.0988880244235064
Eckerd College,0.9875180517060376,-1.3912680888435554,0.28058563335724046,-0.6558314930316136,0.03753332732107236,0.02533658383720409,-0.8459399965171416
Elizabethtown College,0.449693161468589,-1.4028791167102546,-0.5664317092106278,1.0557783591420775,-0.44709055365823913,0.03556269316054392,-0.0582257926685737
Elmira College,-0.014412680902706629,-0.762909394271401,-1.4581491943871394,-0.9552512821172372,1.150414537113367,1.3834828798968313,0.05238514370910668
Elms College,-0.5597724921008241,-1.5214762451394057,0.10864887288063314,0.2556404080683112,0.3047325543916683,-0.5361776509413725,1.2293775472896096
